Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Moldova,MDA,,2321.027796,3588.621318,3875.904364,3647.9523,3910.860533,4179.214809,4150.504763,4541.868222,4762.780873,4746.784911,4963.398344
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Monaco,MCO,,,,,,,,,,,,
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mongolia,MNG,5122.531607,4655.022604,7055.138106,7576.481363,7367.785987,7708.599994,8881.48475,9788.825022,10720.06215,11348.64734,11411.94211,11361.00642
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Montenegro,MNE,,10396.79008,13602.58797,14559.21315,13686.10006,14034.58456,14472.47354,14066.4356,14551.44671,14796.6354,15289.72119,15737.02492
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Morocco,MAR,3912.005724,4483.808406,5834.012241,6106.845445,6287.870644,6443.253613,6688.402606,6791.335135,6995.938186,7078.881489,7296.934401,7285.908321
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mozambique,MOZ,378.5342735,561.6127534,826.162668,857.5268817,885.7385176,917.763832,954.7991162,994.1248942,1034.589423,1079.823866,1118.222844,1127.347264
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Myanmar,MMR,742.9708935,1306.443236,2840.44801,3112.239736,3418.408661,3721.21144,3898.414627,4148.698196,4457.901329,4770.012099,5056.859041,5305.047137
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Namibia,NAM,5719.281973,6106.108164,8097.550854,8207.70498,8113.874117,8460.847368,8721.255524,8967.163152,9255.656532,9617.396957,9975.12547,9825.59927
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Nauru,NRU,,,3984.034709,5384.922346,5852.417099,6592.436836,7339.304367,7905.088755,10078.39136,12561.44634,12270.29759,12950.52898
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Nepal,NPL,1197.947803,1539.718672,1760.945708,1850.025041,1914.705969,1985.980341,2031.087465,2103.353638,2163.950489,2266.184298,2314.274881,2297.652539
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Netherlands,NLD,32090.21105,41721.69405,46527.61839,47134.30299,45125.80592,45524.66214,46066.65241,45411.35235,45191.48625,45668.44147,46494.36426,47269.63295
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,New Caledonia,NCL,,,,,,,,,,,,
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,New Zealand,NZL,23671.27301,27620.4728,32657.58008,31881.12158,32168.77132,32119.21554,32734.53667,33369.26946,33782.10082,34455.33122,35309.82372,35776.57173
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Nicaragua,NIC,3003.519024,3456.081707,4008.008361,4092.061412,3906.989107,4028.712087,4231.497518,4453.253517,4618.727191,4784.830464,4956.921298,5130.580295
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Niger,NER,894.5407505,753.4295254,773.2699356,816.2362896,780.4196964,814.2409362,801.6042311,862.8663997,874.0787559,904.45673,908.1762709,917.1401159
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Nigeria,NGA,3041.509363,2848.15052,4551.605434,4710.55466,4904.920946,5150.158818,5259.295504,5339.451668,5479.058339,5671.900601,5670.639443,5434.734795
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Northern Mariana Islands,MNP,,,,,,,,,,,,
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Norway,NOR,42813.76496,58045.06727,65083.2587,64586.1779,62698.28536,62350.41071,62145.02615,63003.4109,62896.29006,63419.31478,64008.28683,64159.54425
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Oman,OMN,35042.13369,43965.96949,43034.65665,44938.94044,45635.95938,45335.85252,42121.43192,43030.17781,41924.8081,40365.27326,39873.3856,39883.95365
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Pakistan,PAK,3054.953358,3494.911632,4288.331463,4273.035123,4304.469172,4283.607312,4309.763713,4367.451996,4464.090289,4576.227015,4695.699879,4857.168718
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Palau,PLW,,12391.10558,13735.74105,12783.51916,12031.81041,11846.57393,12518.71303,12915.34343,12621.01929,12854.5227,14028.68062,13896.58296
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Panama,PAN,7855.027176,10624.78846,14006.17277,15113.25442,15031.29923,15628.59224,17093.83998,18441.35151,19377.90562,20017.99436,20786.65969,21472.69019
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Papua New Guinea,PNG,2373.519829,2744.899413,2918.71582,2841.839035,2965.226588,3191.58041,3155.403568,3230.318722,3282.463751,3709.081644,3824.729821,3817.780809
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Paraguay,PRY,6036.472612,6084.791177,6568.253231,6892.409354,6531.886411,7289.51391,7504.653644,7312.40983,8227.214713,8501.54354,8639.28685,8871.37954
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Peru,PER,5312.684664,6563.267935,8649.080663,9323.353938,9308.674789,9956.556637,10449.09326,10943.91927,11430.25578,11547.83422,11770.03445,12082.16801
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Philippines,PHL,4010.202824,4224.113226,5181.003468,5309.442188,5284.865261,5596.837288,5707.204842,5988.804388,6306.746066,6585.895949,6874.582566,7233.206103
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Poland,POL,10276.57333,14732.482,19563.29763,20391.90022,20952.80167,21770.64444,22850.63885,23218.1113,23555.49621,24347.07366,25299.97435,26035.8379
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Portugal,PRT,20166.92799,25999.49069,27575.23676,27590.37495,26743.19799,27238.46067,26780.21491,25805.84983,25654.6143,26023.69785,26607.83312,27124.15504
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Puerto Rico,PRI,22227.17784,31005.16652,34820.80949,34379.72744,33892.838,33924.05401,34195.64085,34622.05002,34913.62274,35066.04638,35291.84421,35044.66971
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Qatar,QAT,,108323.9039,118831.6554,119723.1007,117064.8597,125140.8383,129349.9164,125302.08,122636.9216,120860.0676,119749.4285,118207.1346
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Romania,ROU,11422.46995,10470.96597,17190.95593,18923.63362,17954.13124,17553.2833,17997.88413,18302.02629,19018.87078,19677.52025,20556.00364,21670.70479
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Russian Federation,RUS,20639.00054,14050.85134,22798.97083,24005.99668,22121.85249,23107.78522,24310.04397,25156.42094,25551.08997,25284.5862,24516.54995,24416.62388
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Rwanda,RWA,872.5285226,792.9235783,1168.020842,1263.511097,1306.22755,1365.17424,1436.868937,1521.626448,1552.751769,1629.868866,1731.043423,1790.254755
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Samoa,WSM,3649.144217,4325.830632,5709.361492,5728.009131,5414.239286,5399.893096,5667.490534,5644.292861,5489.787094,5511.163112,5558.791879,5914.281291
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,San Marino,SMR,,75678.5028,90727.20951,91087.92413,78444.72812,73862.33744,66053.1105,60282.54381,57750.45877,56620.54262,56372.36242,56500.46911
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sao Tome and Principe,STP,,,2394.663767,2531.528129,2533.747923,2641.513948,2695.629542,2718.163543,2785.734046,2902.693372,2947.510971,3003.768446
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Saudi Arabia,SAU,42457.11489,43071.44983,45130.13956,46678.55353,44481.47176,45421.22848,48524.63249,49658.6527,49537.58573,49958.44334,50723.71265,50423.01349
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Senegal,SEN,1844.868039,1910.535042,2147.440038,2166.24105,2157.397797,2183.995051,2158.181182,2187.17909,2195.963854,2218.551917,2293.853539,2379.451264
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Serbia,SRB,,7984.836247,12206.03906,12915.96565,12563.78709,12688.12429,12967.91864,12898.70491,13294.9603,13112.90896,13277.80012,13720.89089
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Seychelles,SYC,14216.5299,18453.10977,20968.21668,20064.3024,19764.80709,20365.11893,22556.58257,22618.01239,23540.38038,24221.14426,24856.5599,25630.71009
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sierra Leone,SLE,1250.575193,912.7425576,1124.541181,1156.419383,1165.887926,1199.98985,1246.252789,1402.697094,1655.121779,1692.142067,1314.273728,1363.863571
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Singapore,SGP,34344.6723,51706.43482,68432.68555,66046.14739,63697.29143,72115.8395,75113.20453,76285.56992,78896.6127,80903.53465,81741.09694,82621.50318
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sint Maarten (Dutch part),SXM,,,,,,,36327.2319,,,,,
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Slovak Republic,SVK,,15605.19611,24049.98337,25382.1684,23973.84139,25159.07755,25835.00476,26218.4716,26580.71785,27285.28467,28308.87977,29212.3782
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Slovenia,SVN,,22723.32704,30190.72365,31137.77637,28451.54552,28678.37263,28804.70152,27976.91631,27622.68555,28417.65644,29037.74168,29930.03704
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Solomon Islands,SLB,1883.179749,1816.734783,1838.592846,1924.001489,1791.828545,1871.369352,2071.892091,2119.467968,2137.003952,2139.560741,2149.221632,2179.232117
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Somalia,SOM,,,,,,,,,,,,
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,South Africa,ZAF,9696.384085,9538.968503,11741.35315,11989.86005,11676.04494,11887.80503,12118.73786,12215.25187,12339.7324,12389.71467,12377.65926,12286.69712
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,South Sudan,SSD,,,,,,,3373.961389,1550.269284,1940.428506,1935.8794,1875.380066,1569.888346
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Spain,ESP,23758.7281,29967.13145,34329.647,34163.94639,32652.51218,32507.09397,32068.27093,31109.18746,30678.9173,31195.40524,32291.1552,33320.37272
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sri Lanka,LKA,3612.338545,5541.909734,7339.197073,7723.239233,7945.071817,8529.571442,9193.359509,9980.022952,10238.71154,10650.39018,11079.71068,11445.46436
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,St. Kitts and Nevis,KNA,14326.22524,20173.27281,21959.39905,23086.47143,22145.49681,21412.20145,21689.30389,21319.23496,22399.09224,23483.01238,24169.85992,24463.61725
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,St. Lucia,LCA,9831.000902,10926.55907,11892.86239,12421.86358,12436.01409,12123.83514,12112.40013,12064.76572,12415.73105,12335.53651,12522.04023,12671.25805
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,St. Martin (French part),MAF,,,,,,,,,,,,
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,St. Vincent and the Grenadines,VCT,5576.149208,7554.635333,9848.748636,10494.01034,10265.45945,9915.577619,9871.648577,10009.13083,10193.27262,10290.11096,10468.26274,10583.05397
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sudan,SDN,1743.446039,2286.658691,3158.477972,3317.85604,3338.228978,3366.096261,3631.663456,4097.068622,4177.335653,4188.334814,4290.372249,4386.352577
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Suriname,SUR,10545.02055,9731.058619,13001.38318,13397.02023,13655.7387,14211.87752,14887.93681,15132.25261,15419.30738,15306.69244,14766.79918,13877.98601
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sweden,SWE,30933.63273,36854.86876,44051.46761,43466.14184,40862.97013,42942.5625,43755.06044,43308.21447,43475.80134,44167.63187,45679.278,46568.17715
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Switzerland,CHE,48181.75578,50775.97634,56269.1565,56755.83813,54805.57929,55866.30507,56183.83259,56149.67086,56535.74005,57218.02793,57264.1574,57421.5485
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Syria,SYR,,,,,,,,,,,,
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tajikistan,TJK,3644.666922,1179.868723,1886.66563,1991.893162,2022.460983,2106.338756,2211.753822,2324.369287,2440.586951,2546.500484,2640.58952,2762.585453
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tanzania,TZA,1472.58375,1481.527903,1942.488616,1986.914954,2028.609813,2090.583225,2186.131582,2227.828714,2316.44306,2402.099346,2490.957101,2583.589673
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Thailand,THA,6650.439738,9189.060781,12607.08111,12757.15784,12605.37312,13486.56241,13535.13327,14448.30501,14771.46675,14857.20293,15252.22825,15705.8066
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Timor-Leste,TLS,,3308.010512,9039.194565,9822.375924,9109.759847,8860.850005,9717.151404,9977.079097,8672.49918,6262.905516,7398.837883,7297.001796
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Togo,TGO,1350.133276,1276.990341,1190.580141,1184.601851,1193.513083,1208.28121,1233.834912,1259.334474,1275.195451,1315.34026,1351.053963,1388.496142
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tonga,TON,3574.195232,4601.738191,4641.842176,4755.610258,4836.417883,4984.19363,5101.456005,5128.53418,4950.709252,5031.629951,5189.842453,5327.2672
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Trinidad and Tobago,TTO,12255.41389,18323.95826,31047.53484,31951.0206,30403.81002,31260.90705,31012.71642,31254.78873,31405.44627,31181.8212,31524.58862,29540.8743
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tunisia,TUN,5614.938383,7573.929213,9698.423639,10003.29949,10195.57651,10436.3656,10120.67717,10404.22409,10579.12288,10767.02765,10765.88625,10761.51453
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Turkey,TUR,11400.17814,13862.05043,17901.47793,17836.80519,16783.44147,17959.25911,19660.88949,20282.02838,21650.75677,22401.88043,23388.4813,23756.48429
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Turkmenistan,TKM,8316.756977,5333.089242,7815.008519,8844.633509,9248.886549,9942.426956,11212.53851,12235.36862,13236.03965,14332.36577,14992.32314,15648.37311
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Turks and Caicos Islands,TCA,,,,,,,,,,,,
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tuvalu,TUV,2353.715762,3043.414457,3058.800344,3272.006838,3096.715258,2986.449856,3181.601723,3031.898968,3143.110114,3159.486065,3419.203468,3492.497412
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Uganda,UGA,769.4524841,1049.778625,1370.274595,1439.110548,1485.027085,1515.866412,1602.544811,1608.439799,1610.810913,1637.275081,1665.949905,1687.082736
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Ukraine,UKR,10463.95996,4797.380277,8497.059496,8739.686077,7479.34217,7824.498452,8281.867126,8322.173034,8338.91505,8243.473515,7464.939834,7668.055776
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,United Arab Emirates,ARE,110432.465,102634.9243,78830.27664,71314.66882,60769.86103,57232.61808,58363.67822,59419.08949,61688.3803,63943.18583,66569.40341,67705.94933
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,United Kingdom,GBR,26827.84226,33266.11643,38384.25197,37903.38193,36042.42423,36366.98318,36607.98109,36892.85031,37398.79722,38251.79248,38839.16696,39309.32708
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,United States,USA,37062.13026,45986.05271,51011.42503,50383.84056,48557.86764,49374.17889,49793.71352,50520.34829,51003.68599,51921.98464,53005.63615,53399.35917
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Uruguay,URY,9840.72007,12874.76476,14330.29472,15307.85795,15900.82926,17082.40466,17904.74583,18477.37913,19270.5761,19827.56499,19831.4459,20093.63226
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Uzbekistan,UZB,3071.022647,2503.657346,3525.435558,3781.528957,4019.435793,4239.702208,4469.997484,4765.860109,5067.360265,5370.865802,5700.236028,6038.928299
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Vanuatu,VUT,2549.287954,2822.917121,2833.643045,2944.26146,2970.033065,2948.032937,2915.299885,2899.164415,2890.18939,2892.341604,2806.789686,2856.47531
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Venezuela,VEN,14450.68384,14413.06332,17275.95936,17897.09846,17053.93131,16544.97206,16981.33549,17678.8125,17665.24,16745.02198,,
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Vietnam,VNM,1452.877479,2562.104865,3831.243217,4009.959321,4185.019792,4408.168612,4632.765965,4821.137231,5024.438902,5264.8281,5554.858056,5837.628704
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Virgin Islands (U.S.),VIR,,,,,,,,,,,,
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,West Bank and Gaza,PSE,,4202.922588,4012.739788,3612.142089,4179.070003,4172.745689,4356.341825,4841.813486,4498.302206,4319.528283,4713.499587,4738.015426
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Yemen, Rep.",YEM,3327.102629,3893.822682,4192.210986,4227.580301,4272.811665,4478.743599,3805.237917,3793.412118,3872.785357,3766.805255,2308.636584,1479.147005
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Zambia,ZMB,2341.933063,2102.983169,2748.858048,2881.811825,3060.067789,3279.277161,3361.112069,3509.413319,3576.680691,3632.503753,3627.202041,3652.151926
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Zimbabwe,ZWE,2605.794934,2583.49099,1501.078384,1215.020416,1336.212644,1474.877128,1667.137943,1871.36634,1929.765001,1925.138698,1912.280261,1879.628119
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: Jobs,,,,,,,,,,,,,,,
Last Updated: 06/29/2022,,,,,,,,,,,,,,,
